,Track Name,Artist Name,Album Name,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Insturmentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
481,Kiss the Girl,Samuel E. Wright,The Little Mermaid Special Edition,54,0.667,0.239,0,-15.923,1,0.0481,0.686,0.0,0.104,0.721,134.854,163400,4
482,EYES ON ME,asteria,EYES ON ME,71,0.37,0.907,11,-3.28,0,0.0879,0.000225,0.0071,0.692,0.478,142.726,116643,4
483,The Insight and the Catharsis,Dimmu Borgir,Spiritual Black Dimensions,31,0.157,0.919,5,-6.37,0,0.0828,0.000431,0.0749,0.198,0.0744,134.285,435933,4
484,Hour Glass,BLP KOSHER,Scarecrow,57,0.892,0.563,9,-5.949,0,0.31,0.421,0.00117,0.136,0.524,140.99,148075,4
485,91 all starz,SMOKER,FORCE ET FAIBLESSE à partir de maintenant... il faudra compter avec lui !!!,0,0.731,0.597,10,-13.1,0,0.305,0.199,0.0,0.295,0.515,87.971,278040,4
486,THESE ARE THE DAYS,Niko Moon,THESE ARE THE DAYS,56,0.797,0.739,8,-4.196,1,0.0327,0.138,0.0,0.0729,0.671,120.001,157039,4
487,Return Of Da Source,Rotterdam Termination Source,Return Of Da Source,17,0.73,0.991,6,-9.518,1,0.104,0.000373,0.82,0.154,0.282,148.932,336411,4
488,Dead End Road (From Twisters: The Album),Jelly Roll,Dead End Road (From Twisters: The Album),67,0.578,0.888,8,-3.966,0,0.0332,0.000997,0.0,0.297,0.889,123.913,152133,4
489,Cathy's Clown,The Everly Brothers,The Golden Hits of The Everly Brothers,43,0.497,0.582,7,-8.961,1,0.0339,0.412,0.0,0.372,0.866,119.808,144013,4
490,Healthy Body - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster),36,0.467,0.95,7,-5.989,1,0.0759,0.233,3.53e-05,0.0385,0.981,180.989,100827,4
491,Blue On Blue,Willow White,Blue On Blue,29,0.575,0.261,8,-17.506,1,0.053,0.996,0.971,0.112,0.563,98.026,66000,4
492,JiFF,Roze Don,JiFF,32,0.935,0.445,1,-8.955,1,0.36,0.523,0.0883,0.435,0.586,104.012,123283,4
493,"Hi-Lili, Hi-Lo",Etta Jones,Love Shout,34,0.546,0.128,0,-16.798,1,0.0438,0.841,0.0,0.286,0.284,61.543,216493,4
494,Riccione,Thegiornalisti,Riccione,63,0.594,0.905,7,-4.921,0,0.0851,0.0127,0.0,0.0514,0.559,109.928,196861,4
495,Little Bit Yours,Galantis,Little Bit Yours,44,0.668,0.943,9,-4.333,0,0.0977,0.00887,0.00102,0.371,0.341,122.983,196093,4
496,Escape Me,Tiësto,Trance Top 1000 - The Best Of,20,0.601,0.704,11,-8.949,0,0.0516,0.000526,0.0,0.0751,0.537,132.974,256600,4
497,Underdog,Alicia Keys,ALICIA,61,0.657,0.726,0,-4.74,0,0.0458,0.542,0.0,0.137,0.282,90.105,204400,4
498,Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,Trap Capos,Amigos y Enemigos (Remix),70,0.752,0.748,6,-3.755,1,0.0895,0.289,0.0,0.105,0.497,115.01,295304,4
499,The End Justifies,HammerFall,Avenge The Fallen,0,0.515,0.951,7,-6.422,0,0.0869,6.11e-05,0.0308,0.0916,0.269,145.038,309995,4
500,Who Needs It?,Guitar Shorty,We The People,15,0.557,0.872,9,-5.424,0,0.108,0.0185,0.00407,0.273,0.71,127.006,202880,4
501,Out of Space - Edit,The Prodigy,Out of Space,34,0.661,0.762,9,-13.484,1,0.0508,0.012,0.128,0.129,0.443,147.068,224133,4
502,BICHOTA,KAROL G,BICHOTA,66,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,178947,4
503,This Could Be Us - Franky Nuts & Oliverse Remix,Virtual Riot,Simulation - The DLC,29,0.512,0.954,3,-3.062,0,0.101,0.00823,0.0062,0.137,0.376,150.152,224000,4
504,One Last Breath,Creed,Weathered,77,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240,4
505,Nimbus - Raphael Dincsoy Rework,Sven Wittekind,Nimbus,0,0.701,0.579,4,-8.24,0,0.0635,0.000456,0.936,0.105,0.254,128.009,457704,4
506,Si Tú Eres Mi Hombre,LA INDIA,Pura Salsa,41,0.616,0.675,7,-8.341,1,0.037,0.516,3.32e-05,0.15,0.797,89.977,327760,4
507,ADIVINO,Myke Towers,ADIVINO,88,0.786,0.854,10,-2.4,0,0.0741,0.169,2.39e-05,0.106,0.522,117.994,278644,4
508,Never Enough,Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),72,0.277,0.394,8,-8.903,1,0.0336,0.423,0.0,0.0952,0.227,86.777,207787,3
509,The Hunted,Saint Asonia,Flawed Design,48,0.456,0.954,2,-4.364,0,0.0847,1.46e-05,0.000162,0.0878,0.308,99.998,223846,4
510,Has Been Trying Not to Wonder,Lexaunculpt,The Blurring Of the Trees,13,0.502,0.531,0,-11.561,0,0.109,0.664,0.66,0.16,0.343,103.809,475080,4
511,Raise Your Glass,P!nk,Raise Your Glass,78,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,202960,4
512,Voy A....,ToteKing,Héroe,30,0.552,0.888,1,-5.205,0,0.255,0.0313,0.0,0.0604,0.414,92.169,232240,4
513,Jonesin',Billy Currington,Summer Forever,23,0.724,0.584,7,-5.17,1,0.0309,0.172,0.0,0.0763,0.467,105.961,211960,4
514,Isaiah 49,Carey Landry,I Will Not Forget You,12,0.356,0.0231,2,-28.947,1,0.0345,0.962,0.064,0.0815,0.266,91.008,272346,4
515,Deli Gibi Yüreğime Zorsun (Akustik Versiyon),Havva Öğüt,Deli Gibi Yüreğime Zorsun (Akustik Versiyon),48,0.738,0.498,7,-8.014,0,0.0347,0.716,0.0,0.0894,0.523,134.046,197687,4
516,Necrotic Eruption - Live,Last Days Of Humanity,The Sound of Rancid Juices Sloshing Around Eindhoven (Live),2,0.18,0.996,7,-3.868,1,0.177,0.00101,0.945,0.213,0.0338,122.963,54440,3
517,The Time Is Now (Edit),Moloko,The Time Is Now,23,0.689,0.718,9,-10.788,0,0.0716,0.436,0.00414,0.112,0.689,128.0,272133,4
518,They Gonna Talk,Beres Hammond,Music Is Life,49,0.742,0.649,9,-6.568,1,0.0811,0.161,0.0,0.0449,0.903,153.983,237200,4
519,The Wanderer,Dion,Runaround Sue,63,0.59,0.546,7,-10.213,1,0.0436,0.301,0.0,0.0936,0.855,114.04,168640,4
520,Age To Age,CalledOut Music,Age To Age,32,0.458,0.43,4,-10.354,1,0.0358,0.0217,1.33e-06,0.105,0.145,135.635,234875,4
521,Better?,Propellerheads,Decksandrumsandrockandroll 20th anniversary,31,0.696,0.981,1,-6.237,1,0.23,0.00882,0.812,0.0726,0.335,183.936,123040,4
522,Good Time Boys - Remastered 2003,Red Hot Chili Peppers,Mother's Milk,38,0.454,0.973,11,-2.884,0,0.139,0.0096,3.46e-06,0.0911,0.563,93.914,301680,4
523,Tristeza Pé No Chão,Clara Nunes,Raizes Do Samba,24,0.498,0.688,2,-8.641,0,0.0555,0.352,0.0,0.583,0.814,163.436,200427,4
524,Nightbird - Duo Version,Watchhouse,Watchhouse (Duo),29,0.675,0.0953,11,-19.632,1,0.0338,0.919,0.00124,0.102,0.193,113.872,317524,4
525,Satan Is Real,Kreator,Gods of Violence,50,0.43,0.96,7,-4.32,1,0.0778,5.64e-05,0.0909,0.126,0.252,101.608,278200,4
526,Capim Guiné,Raul Seixas,Raul Seixas,57,0.714,0.62,7,-12.214,1,0.0635,0.262,0.0,0.299,0.781,108.137,209040,4
527,The Rising of the Shield Hero,Kevin Penkin,TVアニメ「盾の勇者の成り上がり」オリジナル・サウンドトラック “Dusk”,38,0.543,0.511,5,-8.009,0,0.0303,0.044,0.905,0.0839,0.0908,126.007,268867,4
528,負擔不起,Jade Kwan,Jade-1,29,0.567,0.591,9,-6.912,1,0.0373,0.181,0.0,0.281,0.26,179.763,250493,3
529,8Bit King - EH!DE Remix,Tim Ismag,8Bit King,1,0.688,0.817,1,-3.758,1,0.603,0.0649,0.0105,0.508,0.487,104.141,234866,3
530,Old World Parrots or the African Grey,Gonçalo F Cardoso,"Impressões de uma Ilha (Unguja) [Recordings from Zanzibar Islands, Tanzania]",0,0.442,0.28,1,-24.292,1,0.804,0.509,2.23e-05,0.763,0.378,137.037,228394,3
531,VIVID VICE,Who-ya Extended,VIVID VICE,58,0.475,0.942,5,-4.348,1,0.134,0.0154,0.0,0.0902,0.303,92.094,185173,4
532,AE_LIVE_PHILADELPHIA_061015,Autechre,AE_LIVE,0,0.475,0.725,1,-9.238,1,0.316,0.0525,0.49,0.117,0.348,160.001,3814460,4
533,Mi Bendición,Juan Luis Guerra 4.40,Asondeguerra,70,0.826,0.439,0,-6.895,1,0.0339,0.782,0.0,0.107,0.803,124.758,188373,4
534,Fallen Short,Youth Fountain,Together In Lonesome,29,0.464,0.94,9,-3.304,1,0.0917,0.000224,0.00021,0.388,0.765,164.936,157325,4
535,"Pop, Dip and Spin",Ron Trent,"Word, Sound & Power",10,0.904,0.567,7,-9.803,1,0.044,0.00186,0.948,0.0555,0.486,114.987,556849,4
536,Does Your Mother Know,ABBA,Voulez-Vous,66,0.728,0.865,7,-5.68,1,0.0364,0.151,2.43e-05,0.0906,0.975,135.571,193440,4
537,Does Your Mother Know,ABBA,Voulez-Vous,66,0.728,0.865,7,-5.68,1,0.0364,0.151,2.43e-05,0.0906,0.975,135.571,193440,4
538,Charming Billy,Johnny Preston,ROCK,12,0.727,0.574,6,-8.512,0,0.0907,0.323,0.000155,0.0939,0.882,94.647,149013,4
539,"Oh, Pretty Woman",Roy Orbison,The Essential Roy Orbison,65,0.609,0.584,9,-9.734,1,0.0353,0.725,0.0,0.0854,0.954,127.306,176933,4
540,Ruin My Life - Ashworth Remix,Zara Larsson,Ruin My Life (Remixes),22,0.728,0.695,11,-6.236,1,0.208,0.0992,0.0,0.353,0.653,124.905,191108,4
541,Rantatie,Henry Theel,20 Suosikkia / Liljankukka,2,0.49,0.369,2,-10.853,0,0.0332,0.335,0.0,0.57,0.399,115.378,155800,4
542,Banana Boat (Day-O),Harry Belafonte,Calypso,63,0.797,0.105,1,-16.881,1,0.0969,0.885,0.000116,0.108,0.419,122.545,183133,4
543,Pleoverse Omninertia,Wormed,Omegon,23,0.235,0.832,2,-10.112,1,0.0783,3.47e-05,0.923,0.542,0.273,139.935,224546,5
544,Dandelion Wine,Gregory Alan Isakov,This Empty Northern Hemisphere,58,0.413,0.1,0,-16.349,1,0.0332,0.784,0.381,0.0819,0.186,110.696,184907,3
545,Samus' Stardrive,Andy McKee,Art of Motion,21,0.411,0.47,0,-9.51,0,0.0405,0.932,0.904,0.102,0.236,143.784,161840,3
546,No Milk Today,Herman's Hermits,Herman's Hermits Retrospective,39,0.686,0.593,9,-6.654,1,0.032,0.358,0.0,0.0981,0.932,132.285,176440,4
547,The Rains of Castamere,Ramin Djawadi,Game Of Thrones: Season 8 (Music from the HBO Series),56,0.285,0.15,0,-12.306,0,0.032,0.792,0.2,0.102,0.138,83.768,224306,4
548,Convergence,SleepTherapy,Convergence,44,0.066,0.0174,2,-35.213,1,0.0509,0.877,0.924,0.115,0.0795,70.348,194000,4
549,UNA ROSA BLANCA - Keyboard Version - Live,Ibrahim Maalouf,PARIS IN LOVE - Live,29,0.317,0.165,4,-18.868,1,0.0333,0.978,0.887,0.793,0.0476,81.647,141595,4
550,the only exception - Acoustic Instrumental,Guus Dielissen,the only exception (Acoustic Instrumental),39,0.635,0.159,4,-18.405,1,0.0323,0.912,0.67,0.124,0.157,138.051,245105,3
551,Everybody Clap Your Hands,Joshua's Troop,JT3,42,0.634,0.842,1,-6.389,1,0.0479,0.151,0.0,0.804,0.892,94.015,290800,4
552,In Our Memories - Delaitech Remix,Roman Messer,In Our Memories (Delaitech Remix),20,0.517,0.761,5,-5.534,0,0.0278,0.000634,0.0578,0.401,0.172,129.957,218769,4
553,Aceptas,Canserbero,Vida,60,0.552,0.805,5,-4.511,0,0.27,0.678,0.0,0.277,0.846,90.945,234292,4
554,Hiç,Oddie Arte,Hiç,27,0.574,0.624,6,-10.476,1,0.0423,0.384,0.0,0.298,0.181,82.49,143163,4
555,Domino Dancing - 2003 Remaster,Pet Shop Boys,PopArt: The Hits,42,0.656,0.978,0,-3.676,1,0.0443,0.0488,0.00242,0.0475,0.749,110.001,258107,4
556,Just Another Victim,Helmet,Unsung: The Best Of Helmet 1991-1997,40,0.459,0.835,6,-7.653,0,0.149,0.000538,0.000709,0.0779,0.224,121.026,262160,4
557,I Will Fear No More,The Afters,The Beginning & Everything After,49,0.495,0.591,10,-5.599,1,0.028,0.222,0.0,0.0882,0.266,82.009,202480,4
558,It's Only Life,The Shins,Port Of Morrow,43,0.627,0.623,0,-6.613,1,0.0267,0.0476,1.09e-06,0.149,0.454,147.983,241613,4
559,It's Only Life,The Shins,Port Of Morrow,43,0.627,0.623,0,-6.613,1,0.0267,0.0476,1.09e-06,0.149,0.454,147.983,241613,4
560,Pé Na Areia - Ao Vivo,Thiaguinho,Tardezinha 2 (Ao Vivo),58,0.612,0.867,6,-6.092,0,0.0396,0.301,0.0,0.917,0.966,87.98,211857,4
561,Nothing Hurts Like Goodbye (with Kiiara),SLANDER,Thrive,40,0.667,0.738,7,-6.267,1,0.0478,0.0141,6.74e-06,0.135,0.191,140.049,202286,4
562,God Is Dead?,Black Sabbath,13,52,0.379,0.726,3,-4.935,0,0.0332,0.000193,0.00266,0.0578,0.178,120.012,532267,4
563,Shots Come For Free - Prison Tapes,Tory Lanez,Shots Come For Free - Prison Tapes,57,0.736,0.729,8,-8.931,1,0.383,0.000977,0.0,0.518,0.402,120.231,198020,5
564,either on or off the drugs,JPEGMAFIA,I LAY DOWN MY LIFE FOR YOU,64,0.505,0.605,6,-5.564,0,0.191,0.15,0.0,0.785,0.631,184.473,140594,3
565,Und wer im Januar geboren ist,Simone Sommerland,Die 30 besten Spiel- und Bewegungslieder 3,14,0.604,0.308,11,-9.056,1,0.0628,0.574,0.0,0.482,0.701,174.056,303720,3
566,el Diablo,mgk,Hotel Diablo,60,0.765,0.725,3,-3.391,0,0.142,0.00471,0.000194,0.154,0.578,75.003,146264,4
567,SRT (feat. BIG30 & Pooh Shiesty),Moneybagg Yo,Code Red,54,0.92,0.716,11,-4.331,1,0.298,0.0635,0.0,0.109,0.752,128.023,157480,4
568,Like Wreckage,Screams For Tina,Gothic Essential Tracks,5,0.368,0.595,9,-17.272,1,0.0414,0.0148,0.000758,0.0863,0.33,176.984,347667,4
569,Ukazujem Mier,Zverina,Umelecké Delo,21,0.542,0.859,7,-3.875,0,0.224,0.294,0.0,0.29,0.888,93.906,158560,4
570,The Scandinavian Dream,Self Deception,The Scandinavian Dream,48,0.276,0.935,10,-6.114,0,0.0849,0.00054,2.45e-05,0.0917,0.525,101.269,211556,1
571,Everytime We Touch,Cascada,Everytime We Touch (Premium Edition),74,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,197124,4
572,The Spectre,Alan Walker,The Spectre,71,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,193788,4
573,Alguna Vez,Cristian Castro,Mi Vida Sin Tu Amor,47,0.517,0.641,4,-6.245,0,0.033,0.53,0.0,0.177,0.296,134.977,236667,4
574,Glooming,Living Room,Dreamcatcher,33,0.202,0.254,0,-16.086,0,0.0336,0.788,0.893,0.117,0.0372,68.314,120882,4
575,Road Song,Ikebe Shakedown,The Beast / Road Song,47,0.63,0.735,2,-7.682,0,0.0346,0.464,0.8,0.0817,0.727,106.589,180227,4
576,"Peaceful Sleep Noise, Pt. 19",White Noise Baby Sleep,Peaceful Sleep Noise,32,0.143,0.254,1,-33.755,1,0.103,0.902,0.452,0.112,0.028,137.833,62000,3
577,Life of Fear,Lorna Shore,Bone Kingdom,43,0.287,0.973,4,-5.034,0,0.124,9.93e-06,0.0846,0.19,0.324,115.228,243081,4
578,Toxins,MOTHICA,Toxins,45,0.669,0.76,0,-5.614,1,0.0441,0.00293,0.000158,0.0863,0.489,142.977,142539,4
579,Ya Te Olvide,Natanael Cano,Ya Te Olvide,79,0.62,0.565,9,-7.303,1,0.0304,0.254,0.0,0.193,0.73,171.024,216317,4
580,"life, i'm over you",Zevia,we're all sad here,49,0.495,0.322,11,-12.277,1,0.181,0.834,0.0,0.105,0.17,78.677,203471,1
581,Amigo do Dj,Mc Delux,Amigo do Dj,9,0.959,0.947,4,0.37,0,0.33,0.342,1.95e-05,0.0633,0.641,130.03,177231,4
582,Que Manera De Quererte,Albita,Que Manera De Quererte,49,0.767,0.87,2,-1.633,1,0.0737,0.356,1.92e-06,0.0862,0.759,104.955,269063,4
583,O Nome de Jesus - Ao Vivo,Isaias Saad,O Nome de Jesus (Ao Vivo),50,0.412,0.44,11,-9.982,1,0.0294,0.611,5.86e-05,0.0713,0.109,139.681,528693,4
584,Torturame,"Franco ""El Gorilla""",Welcome To The Jungle,38,0.707,0.818,11,-5.308,0,0.282,0.0326,0.0,0.0707,0.648,179.963,175800,4
585,To the Skies,Mondo Loops,To the Skies,11,0.58,0.143,9,-23.428,1,0.0284,0.88,0.892,0.102,0.0658,79.997,120000,4
586,Let It Ride,Bachman-Turner Overdrive,Bachman-Turner Overdrive II,56,0.638,0.818,6,-10.204,0,0.0376,0.107,0.00283,0.191,0.821,104.37,267067,4
587,On Soul,Hippie Gang Over Errthang,We > Me,1,0.57,0.697,7,-5.502,0,0.072,0.351,0.0,0.267,0.935,123.701,280645,4
588,Apenas Floto,"Spinetta, García, Ferrón",Spinetta Los Amigo,34,0.738,0.557,2,-8.947,1,0.034,0.701,0.0246,0.103,0.529,112.005,206800,4
589,Mpfumo Samba,Gito Baloi,Grand Masters Collection: African Roots,0,0.547,0.57,9,-14.789,1,0.0326,0.622,0.912,0.0976,0.908,125.594,307147,4
590,Velcro Jesus,Bill Santiago,Velcro Jesus,4,0.564,0.583,5,-19.487,0,0.878,0.806,2.35e-06,0.694,0.31,98.97,68003,1
591,Rain Day,NCT U,Rain Day - SM STATION : NCT LAB,39,0.686,0.681,6,-4.495,0,0.0672,0.285,0.0,0.188,0.538,95.108,190560,4
592,Just One Second - Apex Remix,London Elektricity,Sick Music,43,0.429,0.838,1,-7.443,0,0.045,0.000466,0.00172,0.117,0.156,172.957,377840,4
593,Good For Nothing,DRAMA,Dance Without Me,33,0.782,0.646,1,-10.302,0,0.0539,0.079,0.0724,0.0813,0.399,103.959,224607,4
594,Teacher - US Version; Mono,Jethro Tull,Benefit (Collector's Edition),3,0.601,0.828,9,-6.82,1,0.0628,0.703,0.000757,0.44,0.775,124.454,237587,4
595,10:35 (feat. Tate McRae) - Joel Corry Remix,Tiësto,10:35 (feat. Tate McRae) [Joel Corry Remix],53,0.671,0.852,8,-5.375,1,0.0415,0.00367,0.0033,0.0754,0.835,127.005,181442,4
596,The Song from Moulin Rouge (Where Is Your Heart),Andy Williams,Call Me Irresponsible,27,0.17,0.288,5,-11.959,1,0.0309,0.717,0.0,0.148,0.339,94.826,143200,1
597,Left Me To Die,Ely Waves,Left Me To Die,20,0.878,0.378,10,-14.653,1,0.216,0.267,0.0,0.095,0.373,119.938,125522,4
598,Si Tú Eres Mi Hombre,LA INDIA,Pura Salsa,41,0.616,0.675,7,-8.341,1,0.037,0.516,3.32e-05,0.15,0.797,89.977,327760,4
599,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),59,0.741,0.845,5,-3.568,0,0.0381,0.15,0.0,0.174,0.926,129.939,233613,4
600,BBY BOO - REMIX,iZaak,BBY BOO (REMIX),82,0.703,0.617,5,-5.696,1,0.151,0.215,6.11e-06,0.433,0.486,173.97,275862,4
601,Not Alone,SSTEDI,Not Alone,48,0.731,0.495,11,-7.634,0,0.0517,0.735,8.62e-06,0.112,0.731,90.052,163667,4
602,Maybe a Little,River Town Saints,Maybe a Little,11,0.561,0.852,0,-4.87,0,0.0384,0.00854,0.0,0.303,0.621,102.012,164000,4
603,Judith Rules,I See Stars,New Demons,30,0.439,0.941,7,-4.047,0,0.0746,5.08e-05,0.000823,0.435,0.154,143.028,252173,4
604,Positron Island - Extended Album Version,Drexciya,Journey of the Deep Sea Dweller II,5,0.738,0.984,7,-9.487,1,0.0624,0.0402,0.924,0.053,0.218,143.094,245511,4
605,Oh My You're Beautiful (OMYB),Nic Neufeld,Oh My You're Beautiful (OMYB),0,0.777,0.604,4,-6.709,0,0.0392,0.0395,2.94e-06,0.0645,0.652,97.149,212050,4
606,Off The Ground,The Record Company,Give It Back To You,50,0.543,0.696,7,-4.572,1,0.0426,0.601,0.215,0.384,0.849,92.15,253747,4
607,XO (Only If You Say Yes),ENHYPEN,ROMANCE : UNTOLD,81,0.662,0.761,8,-6.885,1,0.0532,0.112,0.0,0.21,0.471,96.95,188332,4
608,There’s a Kind of Hush,Herman's Hermits,The Hits Re-Recorded,28,0.567,0.654,0,-9.411,1,0.0424,0.208,1.25e-06,0.414,0.556,128.035,156055,4
609,Sick of My Life,LOWBORN,Sick of My Life,28,0.429,0.623,1,-4.998,1,0.0407,0.166,0.0,0.646,0.521,183.803,192800,4
610,Músicas de amor nunca mais,BK,ICARUS,68,0.725,0.585,5,-5.675,0,0.109,0.244,0.0,0.11,0.409,113.151,202899,5
611,"You'll Never Walk Alone (from ""Carousel"")",Josh Groban,Stages (Deluxe),39,0.204,0.42,5,-7.984,1,0.0304,0.626,0.0135,0.182,0.104,101.881,268480,4
612,Redbone In The City,Bad Brains,Black Dots,25,0.617,0.919,0,-5.38,1,0.092,0.0654,0.00265,0.284,0.417,129.098,126240,4
613,Numbed,Wash,Undercover Slimo,18,0.453,0.62,1,-8.373,1,0.0383,0.0153,0.922,0.0947,0.579,95.972,207644,4
614,Tere Jeya Hor Disda,The Yellow Diary,Izafa,47,0.561,0.526,6,-10.005,0,0.0258,0.774,0.00605,0.103,0.463,89.996,190123,4
615,"Nee En Aakasha Theerangalil - From ""Jananam 1947 Pranayam Thudarunnu""",Govind Vasantha,"Nee En Aakasha Theerangalil (From ""Jananam 1947 Pranayam Thudarunnu"")",35,0.32,0.13,2,-15.51,0,0.0415,0.936,9.1e-06,0.1,0.247,86.467,206308,4
616,On The Wings Of Love,Jeffrey Osborne,Jeffrey Osborne,60,0.546,0.352,7,-12.066,1,0.032,0.404,0.0,0.355,0.39,69.199,241760,4
617,BLØØDSHØT,Machine Head,ØF KINGDØM AND CRØWN,29,0.364,0.99,7,-3.204,1,0.158,0.000128,0.00234,0.218,0.147,199.877,260811,4
618,My will - Original Mix,Dream,犬夜叉 BEST ALBUM 主題歌集,40,0.576,0.81,8,-3.623,1,0.0309,0.00835,3.51e-06,0.358,0.268,126.494,322600,4
619,Stayin' Up,Chri$tian Gate$,Stayin' Up,35,0.514,0.401,0,-10.223,0,0.379,0.215,0.0,0.119,0.507,180.123,181394,4
620,YAMADA PERFECT,jon-YAKITORY,YAMADA PERFECT,41,0.391,0.894,0,-3.946,1,0.0776,0.0674,0.0,0.338,0.603,97.992,134694,4
621,Only Want U (Kill the Noise Remix),SNAILS,The Shell (Remixes),21,0.444,0.966,1,-3.09,0,0.371,0.00849,0.26,0.201,0.192,155.053,193032,4
622,Give It Up to Me,Sean Paul,The Trinity,64,0.855,0.674,7,-4.328,1,0.314,0.165,0.0,0.0548,0.578,95.991,242253,4
623,Hacked into Red Mush,Last Days Of Humanity,The Sound of Rancid Juices Sloshing around your Coffin,17,0.251,0.704,7,-19.536,0,0.048,0.000736,0.926,0.209,0.23,131.556,144760,3
624,Return To Vietnam - Heaven And Earth/Soundtrack Version,Kitaro,Heaven & Earth,11,0.242,0.229,4,-16.357,0,0.0366,0.904,0.936,0.166,0.0967,107.932,124427,4
625,No Sleep Till Brooklyn,Beastie Boys,Licensed To Ill,69,0.712,0.691,8,-8.157,1,0.128,0.122,0.0,0.0538,0.742,97.022,246933,4
626,Anabiosis - Owen Ni Rmx,R.Hz,"Nae:Tek Presents, 3 Years of Dub Techno, Pt. 3",0,0.663,0.388,7,-15.277,1,0.0493,0.683,0.894,0.101,0.0381,130.005,362077,4
627,Costume Trunk,SNFU,Something Green And Leafy This Way Comes,10,0.413,0.965,11,-5.444,1,0.0979,0.000357,0.093,0.336,0.461,125.448,125933,4
628,drivers license,Olivia Rodrigo,SOUR,83,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4
629,Did It Again,Lil Tecca,We Love You Tecca,73,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,116240,4
630,Aural 512,Robert Hood,Wire To Wire,0,0.751,0.763,7,-11.613,1,0.0606,0.00096,0.766,0.0444,0.917,119.995,424560,4
631,У самовара - Speed Up Version,Pyotr Leshchenko,Лучшее (Speed Up Version),0,0.637,0.514,2,-11.857,0,0.0732,0.99,0.000592,0.273,0.96,158.536,145934,4
632,Somebody Special,Nina Nesbitt,"The Sun Will Come up, The Seasons Will Change",38,0.561,0.361,5,-8.166,0,0.0802,0.43,0.0,0.0672,0.817,172.096,200920,4
633,Brahms' Lullaby ( Someone To Watch Over Me ),Fred Mollin,Disney Lullaby Album,50,0.246,0.12,7,-16.484,1,0.0363,0.973,0.787,0.0863,0.112,135.86,237493,4
634,如果再見 - 電影《極樂宿舍》主題曲/韓劇《龍八夷》片尾曲/韓劇《我女婿的女人》片尾曲/韓劇《請回答1988》片尾曲,WeiBird,硬戳,41,0.358,0.438,8,-8.72,1,0.0289,0.584,0.0,0.102,0.369,171.945,221160,4
635,The One,Elena Siegman,Call of Duty: Black Ops – Zombies (Original Game Soundtrack),51,0.368,0.807,10,-4.638,1,0.0656,0.00855,0.000787,0.154,0.298,180.01,291027,4
636,Troublesome Times,Texas Hippie Coalition,Pride of Texas,25,0.372,0.887,5,-4.92,1,0.0854,0.000822,0.0121,0.301,0.211,149.123,300267,4
637,Sardaarji,Diljit Dosanjh,Sardaarji 2 (Original Motion Picture Soundtrack),20,0.698,0.937,0,-3.102,1,0.117,0.116,0.0,0.4,0.861,167.953,169321,4
638,Don't Fuck With Me (feat. Era Wadi & CANCUN?),HEDEGAARD,Don't Fuck With Me (feat. Era Wadi & CANCUN?),37,0.82,0.812,0,-7.905,1,0.123,0.00325,1.07e-06,0.243,0.54,91.976,157810,4
639,知否知否 - Live,Chyi Yu,歌手2019 (歌王之战 Live),6,0.406,0.426,0,-9.362,0,0.0315,0.8,0.00047,0.181,0.105,103.912,290025,4
640,As the Laughter Dies,Ryker's,A Lesson In Loyalty,7,0.358,0.932,2,-6.554,1,0.0862,0.000179,0.0173,0.178,0.267,112.565,161893,4
641,Light of the Seven,Ramin Djawadi,Game Of Thrones: Season 6 (Music from the HBO Series),49,0.273,0.102,0,-16.843,0,0.0494,0.903,0.721,0.268,0.0583,120.378,589095,4
642,Truth Reflects Upon Our Senses,Paul Cardall,40 Hymns for Forty Days,26,0.283,0.14,7,-13.217,1,0.0299,0.943,0.915,0.109,0.166,80.859,88000,4
643,The Bells of Rhymney,The Byrds,Mr. Tambourine Man,33,0.377,0.666,2,-8.066,1,0.0314,0.158,0.000621,0.339,0.637,122.146,210467,4
644,i am a strange loop,Arms and Sleepers,"Album Bonus Tracks, 2006-2021",23,0.632,0.248,9,-19.628,0,0.0372,0.966,0.908,0.0923,0.0396,97.026,277104,4
645,To the Light - Japanese Bonus Track,Imminence,Turn the Light On (Deluxe Edition),43,0.356,0.953,2,-4.88,1,0.0649,2.15e-05,0.0,0.313,0.205,75.035,218291,4
